palavra,polaridade,tipo
promover,1.6,
promover,1.8,
promover,1.4,
promover,1.5,
propaganda,-1.0,
processar,-1.7,
processar,-1.6,
prosseguir,-1.8,
processo,-2.2,
perspectiva,1.2,
perspectiva,1.2,
prosperar,2.1,
proteger,1.6,
protegir,1.9,
proteger,1.3,
protesto,-1.0,
protestar,-0.5,
manifestante,-0.9,
protestar,-1.8,
protesto,-0.9,
orgulhoso,2.1,
mais orgulhoso,2.2,TERM
orgulhosamente,2.6,
provocar,-1.7,
provocar,-1.1,
provocar,-1.3,
provocar,-0.8,
pseudocienciar,-1.2,
vomitar,-2.4,
vomitar,-1.8,
pukes,-1.9,
vomitar,-1.8,
pukka,2.8,
punir,-2.4,
punicoes,-1.7,
punicao,-1.6,
punivel,-1.9,
puner,-2.0,
justiceiro,-1.9,
justiceiro,-2.6,
castigar,-2.1,
punitivo,-2.3,
insistente,-1.1,
intrigar,-0.7,
tremer,-1.5,
questionavel,-1.2,
questionar,-0.4,
questionar,-0.4,
racismo,-3.1,
racista,-3.0,
racista,-2.5,
radiano,0.4,
resplandecer,1.4,
radiacoes,1.1,
radiancies,0.8,
radiacao,1.4,
radiano,0.2,
radiante,2.1,
radiant,1.2,
chuvoso,-0.3,
rancoso,-2.5,
ranco,-2.6,
ranco,-1.6,
rant,-1.4,
rancho,-1.2,
fazendeiro,-1.2,
rant,-1.3,
estupro,-3.7,
estuprar,-3.6,
raper,-3.4,
estupro,-3.5,
colza,-0.5,
violar,-3.8,
estuprador,-3.9,
estuprador,-3.3,
arrebatar,0.9,
esboco,0.7,
arrebatador,1.7,
erupcao cutanea,-1.7,TERM
ratificar,0.6,
alcance,0.1,
atingir,0.4,
atingir,0.2,
alcancar,0.8,
prontidao,1.0,
pronto,1.5,
resseguro,1.5,
tranquilizar,1.4,
tranquilizar,1.7,
tranquilizar,1.5,
tranquilizador,1.7,
tranquilizadoramente,1.8,
rebelde,-0.6,
rebelar se,-1.0,
rebelar se,-1.1,
rebeliao,-0.5,
rebelioes,-1.1,
rebeldia,-1.2,
rebelde,-0.8,
recessao,-1.8,
imprudente,-1.7,
recomendar,1.5,
recomendar,0.8,
recomendar,0.9,
resgatar,1.3,
reek,-2.4,
apavorar,-2.0,
reeker,-1.7,
reekers,-1.5,
reeking,-2.0,
recusar,-1.2,
recusar,-1.2,
recusar,-1.7,
arrepender,-1.8,
arrepender,-1.9,
arrependimento,-1.6,
arrependimento,-1.5,
revigorar,1.7,
revigoracao,2.2,
rejeitar,-2.3,
rejeitar,-1.8,
rejeicao,-1.6,
rejeitador,-1.8,
rejeitar,-2.0,
rejeicoes,-2.1,
rejeitador,-1.8,
alegrar,1.9,
se alegrar,2.0,TERM
se alegrar,2.1,TERM
relaxar,1.9,
relaxante,1.0,
relaxante,0.7,
relaxamento,2.4,
relaxacoes,1.0,
relaxar,2.2,
relaxadamente,1.5,
relaxar,1.5,
relaxar,1.7,
relaxino,1.2,
implacavel,0.2,
dependente,0.5,
aliviar,2.1,
relevo,1.3,
realista,1.1,
analgesico,1.0,
aliviar,1.5,
relievo,1.3,
saborear,1.6,
relutanciar,-1.4,
relutante,-1.0,
relutantemente,-0.4,
notavel,2.6,
remorso,-1.1,
com remorso,-0.7,TERM
sem remorso,-2.3,TERM
sem remorso,-2.0,TERM
falta de remorso,-2.8,TERM
repetitivo,-1.0,
reprimir,-1.4,
reprimir,-1.3,
reprimir,-1.3,
repreensivel,-1.5,
reprimir,-1.8,
repressao,-1.6,
repressoes,-1.7,
repressivo,-1.4,
repressivamente,-1.7,
repressividade,-1.0,
repressor,-1.4,
repressor,-2.2,
repressurizar,-0.3,
repressurizar,0.1,
repressuriza,0.1,
repressurizar,-0.1,
repulsa,-2.8,
repeler,-2.2,
resgatar,2.3,
resgatar,1.8,
resgatar,1.3,
ressentir,-0.7,
se ressentir,-1.6,TERM
ressentimento,-1.0,
ressenter,-0.8,
ressentimento,-0.6,
com ressentimento,-1.4,TERM
se ressentar,-1.2,TERM
demitir se,-1.4,
pedir de demissao,-1.2,TERM
Demissoes,-1.2,
resignar,-1.0,
resignadamente,-0.7,
resignacao,-0.8,
renunciante,-1.2,
renunciante,-1.0,
renunciar,-0.9,
renunciar,-1.3,
resoluto,1.1,
solucionavel,1.0,
resolver,1.6,
resolver,0.7,
resolvente,0.7,
resolvente,0.4,
resolvedor,1.4,
resolver,0.7,
resolver,1.6,
respeito,2.1,
respeitabilidade,1.8,
respeitavel,1.9,
respeitar,2.1,
observar,2.1,
respeitador,1.6,
respeitoso,2.0,
respeitosamente,1.7,
respeitar,2.2,
respectivo,1.8,
respectivamente,1.4,
respeitar,1.3,
responsavel,1.3,
responsivo,1.5,
repousante,1.5,
sem descanso,-1.4,TERM
restaurar,1.2,
restaurar,1.4,
restaurar,1.2,
restaurar,1.2,
restringir,-1.6,
restrito,-1.6,
restringir,-1.6,
restricao,-1.1,
restringir,-1.3,
retir,0.1,
retardar,-2.4,
retardar,-2.7,
retiro,0.8,
vinganca,-2.4,
se vingar,-0.9,TERM
vingativo,-2.4,
vingador,-2.1,
vingador,-2.0,
vinganco,-1.9,
reverenciar,2.3,
reviver,1.4,
reviver,1.6,
recompensar,2.7,
recompensavel,2.0,
recompensar,2.2,
recompensador,1.6,
recompensador,1.9,
recompenso,2.1,
rico,2.6,
rico,1.9,
muito rico,0.8,TERM
mais rico,2.4,TERM
riqueza,2.4,
ricamente,1.9,
riqueza,2.2,
richweed,0.1,
richweeds,-0.1,
ridiculista,-1.6,
ridiculizador,-1.6,
ridiculizar,-1.8,
equipamento,-0.5,
riger,-0.5,
rigidez,-1.1,
rigidamente,-0.7,
rigido,-0.6,
rigoroso,-1.1,
rigorosamente,-0.4,
tumulto,-2.6,
risco,-1.1,
arriscar,-0.9,
mais arriscar,-1.4,TERM
de forma arriscado,-0.7,TERM
arriscar,-1.3,
sem risco,1.3,TERM
risco,-1.1,
arriscar,-0.8,
roubar,-2.6,
ladrao,-2.6,
vester,-0.7,
roubar,-1.5,
roubar,-2.0,
Roflcopter,2.1,
romantizar,2.2,
romancista,1.3,
romancista,1.7,
romance,1.3,
romancear,2.0,
romantico,1.7,
romanticamente,1.8,
romantismo,1.7,
romantico,1.3,
romantico,1.3,
romanticia,1.5,
romanticia,2.0,
romantizar,1.8,
romantice,1.8,
romantizar,1.2,
podre,-2.3,
grosseiro,-2.0,
ruder,-2.1,
ruderal,-0.8,
ruderal,-0.4,
rudesby,-2.0,
mais rude,-2.5,TERM
ruinar,-2.8,
arruinavel,-1.6,
arruinar,-2.8,
arruinar,-1.5,
arruinar,-1.5,
arruinar,-1.5,
ruina,-1.6,
arruinador,-2.0,
ruir,-1.6,
ruinoso,-2.7,
ruinoso,-2.6,
sabotar,-2.4,
muito triste,-2.6,TERM
entristecir,-2.4,
desconsolo,-1.9,
mais triste,-2.4,TERM
seguro,1.9,
safecracker,-0.7,
Safecrackers,-0.9,
Safecracking,-0.9,
Safecrackings,-0.7,
salvaguardar,1.6,
salvaguardar,1.5,
protecoes,1.4,
guardar,1.4,
luz de seguranca,1.1,TERM
luz de seguranca,0.8,TERM
com seguranca,2.2,TERM
mais seguro,1.8,TERM
cofr,0.4,
mais seguro,1.7,TERM
homem de seguranca,0.3,TERM
saliente,1.1,
vicoso,-1.0,
sarcasmo,-0.9,
sarcastico,-1.0,
sarcasticamente,-1.1,
satisfacao,1.9,
satisfacoes,2.1,
satisfatoriamente,1.6,
satisfatorio,1.5,
satisfazivel,1.9,
satisfazr,1.8,
de forma satisfatorio,1.9,TERM
selvagem,-2.0,
selvagemente,-2.2,
selvager,-2.6,
selvagem,-0.9,
selvageria,-1.9,
salve,2.2,
salvar,1.8,
golpe,-2.7,
golpe,-2.8,
escandalo,-1.9,
escandaloso,-2.4,
escandalo,-2.2,
bode expiatorio,-1.7,TERM
bodes expiatorio,-1.4,TERM
Espantalho,-0.8,
espantalho,-0.7,
assustar,-1.9,
alarmista,-2.1,
Scaremongers,-2.0,
assustador,-1.3,
scarey,-1.7,
assustar,-1.9,
cetico,-1.0,
ceptico,-1.2,
ceticismo,-0.8,
cetico,-0.7,
repreender,-1.7,
colher,0.6,
grito,-1.7,
gritar,-1.3,
grito,-1.5,
parafuso,-0.4,
screwball,-0.2,
bola de parafuso,-0.3,TERM
Screwbean,0.3,
chave de fenda,0.3,TERM
Chaves de fenda,0.1,TERM
parafusado,-2.2,
guincho,-1.2,
grilhoes,-0.5,
mais maluco,-2.0,TERM
vilao,-0.5,
aparafusar,-0.9,
semelhante a um parafuso,0.1,TERM
parafuso,-1.0,
estragar,-1.7,
salpicadura,-0.1,
viciar,-1.4,
scrumptiously,1.5,
de forma seguro,1.4,TERM
seguradora,0.6,
segurar,1.3,
titulo,1.2,
deixar seguro,0.2,TERM
securitizacao,0.1,
tornar seguro,0.3,TERM
securitizar,1.6,
sedicao,-1.8,
sedicioso,-1.7,
seduzer,-1.5,
autoconfiante,2.5,
frase,0.3,
sentenciar,-0.1,
frase,0.2,
sentencar,-0.6,
sentimental,1.3,
sentimentalizar,1.2,
sentimentalizar,0.8,
sentimentalizar,0.4,
sentimentalismo,1.0,
sentimentalismo,0.4,
sentimentalista,0.8,
sentimentalista,0.7,
sentimentalidade,0.9,
sentimentaliza,1.1,
sentimentalmente,1.9,
sereno,2.0,
o serio,-0.7,TERM
cortar,-1.5,
severidade,-1.0,
sexy,2.4,
mexer,-0.7,
agitavel,-0.3,
Shakedown,-1.2,
shakedowns,-1.4,
abalar,-0.3,
shakeouts,-0.8,
tremura,-0.6,
tremura,-0.5,
mais tremular,-0.9,TERM
mais agitado,-1.2,TERM
tremor,-0.7,
instavel,-0.9,
vergonha,-2.1,
vergonhoso,-1.0,
vergonhosamente,-1.9,
vergonha,-2.3,
desavergonhar,-1.4,
descaradamente,-1.4,
compartilhar,1.2,
compartilhar,1.4,
compartilhar,1.2,
compartilhar,1.8,
quebrar,-2.1,
merda,-2.6,
shitake,-0.3,
shitakes,-1.1,
cabeca de merda,-3.1,TERM
shithead,-2.6,
shittah,0.1,
cagar,-1.7,
shittier,-2.1,
mais fofo,-3.4,TERM
shittim,-0.6,
shittimwood,-0.3,
cagar,-1.8,
choque,-1.6,
chocante,-1.7,
chocantemente,-0.7,
o prova de choque,1.3,TERM
choque,-1.6,
sacudir,-0.4,
atirar,-1.4,
miope,-1.2,
miopia,-1.1,
muscar,-0.9,
shyer,-0.8,
Shying,-0.9,
shylock,-2.1,
shylocked,-0.7,
Shylocking,-1.5,
shylocks,-1.4,
timidamente,-0.7,
timidez,-1.3,
shyster,-1.6,
shyster,-0.9,
doente,-2.3,
adoecer,-1.9,
espetaculo,-2.2,
esfregador,-2.2,
doentio,-2.1,
doente,-2.0,
suspiro,0.1,
significado,1.1,
silenciamento,-0.5,
sillibub,-0.1,
sillier,1.0,
sillie,0.8,
sillimanite,0.1,
sillimanite,0.2,
enguia,-1.2,
bobo,0.1,
pecado,-2.6,
atenciosamente,2.1,
sinceridade,1.8,
mais sincero,2.0,TERM
sinceridade,1.5,
pecaminoso,-2.6,
Singleminded,1.2,
pecado,-2.0,
com ceptica,-1.2,TERM
cepticis,-1.2,
golpear,-1.1,
barra,-0.8,
cortar,-1.1,
escravidao,-3.8,
insonia,-1.6,
mais liso,0.4,TERM
lerdo,-1.7,
puta,-2.8,
puta,-2.7,
mais sluttier,-2.7,TERM
mais excitante,-3.1,TERM
sluttish,-2.2,
sluttishly,-2.1,
sensualidade,-2.5,
espertinho,-2.1,
smartasse,-1.7,
aperfeicoar,1.9,
aperfeicoador,1.5,
sabio,1.7,
ficar esperto,-0.7,TERM
espertamente,1.5,
esperteza,2.0,
sabedoria,1.6,
smartweed,0.2,
Smartweeds,0.1,
sabio,1.1,
esfregaco,-1.5,
smilax,0.6,
smilaxes,0.3,
sem brincadeira,-1.4,TERM
risonho,1.7,
sorridente,1.5,
sorridente,2.0,
poluicao atmosferico,-1.2,TERM
sufocante,-1.1,
presuncoso,0.8,
se achar,-1.0,TERM
invadir,-1.5,
contrabandear,-1.6,
contrabandear,-1.5,
contrabandista,-2.1,
contrabandista,-1.4,
contrabar,-1.7,
presuncosamente,0.2,
presuncao,-1.4,
presuncoso,-1.7,
Sorrateiro,-0.9,
esnobe,-2.0,
esnobismo,-2.0,
esnobador,-0.7,
mais esnobe,-0.5,TERM
esbugalamente,-1.6,
enobar,-1.2,
esnobismos,-0.3,
se achar,-1.4,TERM
snubs,-2.1,
soluco,-1.0,
solucou,-1.9,
sobrio,-0.8,
soluco,-2.5,
sociabilidade,1.2,
sociabilidade,1.1,
sociavel,1.9,
sok,1.3,
solene,-0.3,
solenei,-0.5,
solemnis,-0.5,
solenizar,0.3,
solenizante,0.1,
solenidade,0.3,
solenidade,-1.1,
cerimonia,0.7,
solenizar,-0.7,
solenizar,-0.6,
solenemente,0.8,
soler,0.6,
solidariedade,1.2,
solucao,1.3,
solucoes,0.7,
acalmar,1.5,
acalmar,0.5,
sofisticar,2.6,
dorir,-1.5,
sofredor,-2.3,
com tristeza,-2.3,TERM
desafortunar,-2.5,
desafortunadamente,-1.7,
tristeza,-1.6,
alma gemeo,2.9,TERM
spam,-1.5,
Spammer,-2.2,
spammer,-1.6,
fazer spam,-2.1,TERM
faisca,0.9,
brilha,1.3,
espumante,1.2,
especial,1.7,
especulativo,0.4,
espirito,0.7,
espirituoso,1.3,
sem espirito,-1.3,TERM
apesar de,-2.4,TERM
escupiu,-2.4,
rancoroso,-1.9,
rancor,-1.5,
rancora,-2.3,
spite,-1.4,
esplender,2.7,
esplendidamente,2.1,
esplendor,2.3,
esplendor,2.0,
vivamente,2.0,
squelched,-1.0,
facar,-2.8,
esfaquear,-1.9,
estavel,1.2,
facar,-1.9,
tenda,-0.8,
parar,-0.8,
estancar,-0.8,
gaguejar,-0.9,
balbuciar,-0.9,
Gago,-1.1,
stammerer,-0.8,
balbuciar,-1.0,
grampeador,-0.8,
debandar,-1.8,
de sobressalto,-1.3,TERM
arranque,-0.5,
assusta,0.2,
se tartler,-0.8,
Startlers,-0.5,
morrer de fome,-1.9,TERM
morrer de fome,-2.6,TERM
firme,1.0,
ladroes,-2.2,
roubo,-1.9,
furtividade,-0.3,
mais furtivo,-0.3,TERM
furtivamente,0.1,
sigilo,0.2,
furto,-0.3,
furtivo,-0.1,
fedor,-2.3,
stenche,-1.5,
aguilhar,-2.4,
cheiro,-2.3,
estereotipo,-1.3,
estereotipar,-1.2,
estimular,0.9,
estimular,0.9,
estimular,1.0,
estimular,1.9,
maritacacar,-2.3,
fedoro,-1.0,
percevejor,-0.2,
inseto fedorento,-1.0,TERM
fedorentar,-1.5,
stinker,-1.2,
Stinkhorn,-0.2,
stinkhorns,-0.8,
mais fedido,-1.5,TERM
stinko,-1.5,
Stinkpot,-2.5,
stinkpots,-0.7,
cheirar mal,-1.0,TERM
stinkwood,-0.1,
feder,-1.5,
roubar,-2.2,
parar,-1.2,
parar,-0.6,
para,-0.6,
forte,0.7,
direto,0.9,
tensao,-0.2,
tenso,-1.7,
filtro,-0.8,
filtro,-0.3,
esforcando-se,-1.3,
tensoes,-1.2,
estrangular,-2.5,
forca,2.2,
fortalecer,1.3,
fortalecir,1.8,
fortalecedor,1.8,
reforcador,1.4,
fortalecer,2.2,
fortalecer,2.0,
forca,1.7,
estresse,-1.8,
estressar,-1.4,
enfatizar,-2.0,
estressante,-2.3,
estressantemente,-2.6,
estressar,-1.5,
sem stress,1.6,TERM
falta de estresse,1.6,TERM
estressor,-1.8,
estressador,-2.1,
acometir,-2.3,
greve,-0.5,
grevista,-0.6,
greve,-1.5,
Caixa forte,0.7,TERM
caixa forte,0.3,TERM
fortaleza,0.5,
baluarte,1.0,
fortemente,1.1,INCR
homem forte,0.7,TERM
homem forte,0.5,TERM
Strongil,0.6,
strongyles,0.2,
strongyloidosi,-0.8,
strongyls,0.1,
teimoso,-1.7,
Stubborner,-1.5,
mais persistente,-0.6,TERM
teimosamente,-1.4,
teimosia,-1.1,
agarrar,-1.6,
atordoar,0.1,
estupido,-2.4,
mais impressionante,-2.5,TERM
mais estupido,-2.4,TERM
estupidezas,-2.0,
estupidez,-1.9,
estupidamente,-2.0,
estupido,-2.6,
gaguejar,-0.9,
gagueira,-1.1,
engasgar,-1.3,
suave,2.0,
submisso,-1.3,
submissamente,-1.0,
submissao,-0.7,
substancial,0.8,
subversivo,-0.9,
ter sucesso,2.2,TERM
conseguir,1.8,
sucessor,1.2,
sucessore,1.3,
suceder,2.2,
sucedir,2.2,
sucesso,2.7,
sucesso,2.6,
bem suceder,2.8,TERM
com exito,2.2,TERM
sucessao,0.8,
sucessional,0.9,
sucessivamente,1.1,
sucessoes,0.1,
sucessivo,1.1,
sucessividade,1.0,
chupar,-1.9,
sugar,-2.0,
otario,-2.4,
avacalhar,-2.0,
sugar,-2.1,
otario,-2.3,
um merda,-1.5,TERM
nao prestar,-1.9,TERM
sofra,-2.5,
sofrer,-2.2,
sofredor,-2.4,
sofrimento,-2.1,
suicida,-3.5,
suicidio,-3.5,
processar,-1.1,
mais ensolarado,2.3,TERM
ensolarar,1.8,
brilho de o sol,2.2,TERM
sol brilhante,1.9,TERM
super,2.9,
alto,2.5,
superioridade,0.8,
superioridade,1.4,
superiormente,2.2,
alto,1.0,
"apoio , suporte",1.7,TERM
apoiador,1.1,
apoiante,1.9,
apoiar,1.9,
de suporte,1.2,TERM
apoiar,1.5,
supremacia,0.8,
supremacista,0.5,
supremacista,-1.0,
supremacia,0.2,
suprematista,0.4,
Supremo,2.6,
supremamente,2.7,
mais Supremo,2.2,TERM
seguramente,1.6,
surefootedness,1.5,
sujeicao,-0.1,
suretyships,0.4,
surpresa,1.1,
surpreso,0.9,
surpresa,0.9,
sobreviver,2.3,
sobreviver,1.2,
sobrevivente,1.5,
suspeitar,-1.2,
suspeitar,-0.9,
suspeitar,-0.7,
suspeitar,-1.4,
suspender,-1.3,
suspender,-2.1,
suspeita,-1.5,
jurar,-0.2,
jurar,-1.0,
juraer,0.2,
doce,2.0,
gracinho,3.0,
amado,3.3,
boneco,2.1,
docemente,2.1,
docura,2.2,
doce,2.2,
rapidamente,1.2,
escavacao,-2.4,
escavacoes,-1.5,
talento,1.8,
talentoso,2.3,
sem talento,-1.6,TERM
talento,2.0,
birra,-1.8,
birra,-1.5,
tard,-2.5,
lagrima,-0.9,
cha,0.3,
provocacao,-1.3,
provocar,-1.2,
carda,-0.1,
cardador,-0.8,
teaseler,-1.2,
Teaseling,-0.4,
teaselled,-0.4,
teasels,-0.1,
provocador,-1.0,
provocacoes,-0.7,
teashop,0.2,
colher de cha,0.2,TERM
colher de cha,0.4,TERM
temperamento,-1.8,
temperamento,-1.3,
oferecer,0.5,
proponente,0.6,
proponente,1.2,
mais terno,1.4,TERM
terno firme,-0.1,TERM
terno,-0.5,
doutrinario,1.5,
ternamente,2.7,
ternura,0.7,
concurso,0.6,
amolecimento,0.2,
amaciar,0.1,
amolecer,0.1,
Austerador,0.4,
se amolecer,0.3,TERM
tatear,0.3,
lombo,-0.2,
sensivel,0.2,
tear,0.2,
proposta,0.6,
tensamente,-1.2,
mais tenso,-1.5,TERM
tempo,-0.9,
muito tenso,-1.0,TERM
tensional,-0.8,
tensionar,-0.4,
tensor,-1.6,
tensor,-0.9,
tensionar,-1.4,
sem tensao,0.6,TERM
temeridade,-1.9,
formidavel,2.1,
aterrorizar,-3.0,
aterrorizar,-2.6,
aterrorizar,-2.3,
aterrorizante,-2.7,
terror,-2.4,
aterrorizar,-3.0,
terrorismo,-3.6,
terrorismo,-3.2,
terrorista,-3.7,
terrorista,-3.1,
aterrorizacao,-2.7,
sem terror,0.9,TERM
terror,-2.6,
agradecer,1.9,
mais agradecer,2.0,TERM
agradecidamente,1.8,
agradecimento,2.1,
Ladraozinho,-2.2,
ladroagem,-2.1,
roubo,-2.0,
consideracao,1.9,
irrefleter,-2.0,
ameacar,-1.6,
ameacou,-2.0,
ameaca,-1.8,
ameacador,-2.4,
ameacadoramente,-2.2,
emocao,1.5,
emocionar,1.9,
thriller,0.4,
thriller,0.1,
frustrar,-0.7,
marcar,-1.8,
encabular,-1.0,
mais timido,-0.9,TERM
muito timido,-0.8,TERM
teta,-0.9,
tolerancia,1.2,
tolerancia,0.3,
tolerante,1.1,
tolerantemente,0.4,
desdentar,-1.4,
topo,0.8,
top,2.3,
rasgar,-1.0,
tortura,-2.9,
torturar,-2.6,
torturador,-2.3,
torturador,-3.5,
tortura,-2.5,
torturar,-3.0,
torturante,-2.7,
torturantemente,-2.2,
totalitario,-2.1,
totalitarismo,-2.7,
resistente,-0.5,
Toughed,0.7,
endurecer,0.1,
temperar,0.1,
endurecer,-0.2,
pirracento,-0.7,
birrento,-0.6,
duradouro,-0.5,
dureza,-0.2,
dureza,0.3,
dificel,-0.8,
tout,-0.5,
vendedor,-0.1,
tragediar,-0.5,
tragico,-0.4,
tragedienne,-1.4,
tragedia,-1.9,
tragico,-2.0,
tragicamente,-2.4,
tragicomedia,0.2,
tragicomico,-0.2,
tragico,-2.2,
tranquilo,0.2,
trantier,1.9,
tranquilidade,1.5,
tranquilidade,1.8,
tranquilizante,-0.1,
tranquilizante,-0.4,
tranquilamente,1.2,
armadilha,-1.3,
trauma,-1.8,
trauma,-2.2,
traumato,-1.7,
traumatico,-2.7,
traumatizamente,-2.8,
traumatizante,-2.8,
traumatizar,-2.4,
traumatizante,-2.2,
traumatizar,-1.9,
traumatismo,-2.4,
traumatizacao,-3.0,
traumatizacoes,-2.2,
traumatizar,-2.4,
traumatiz,-1.4,
traidora,-2.7,
Tesouro,1.2,
Tesoureiro,0.5,
tesoureiro,0.4,
tesourar,1.2,
tesouro,1.8,
tratar,1.7,
tremer,-1.1,
tremeu,-1.1,
tremor,-1.0,
tremer,-0.1,
Trembly,-1.2,
tremulo,-1.0,
truque,-0.2,
tricker,-0.9,
tricker,-1.4,
trickie,-0.4,
mais complicado,-0.7,TERM
trickiness,-1.2,
complicar,-1.0,
trickled,0.1,
trickledown,-0.7,
trickles,0.2,
escorrer,-0.2,
trickly,-0.3,
tricksier,-0.5,
trickster,-0.9,
trapaceiro,-1.3,
tricksy,-0.8,
banal,-0.8,
triunfo,2.1,
triunfal,2.0,
triunfalismo,1.9,
triunfalista,0.5,
triunfalista,0.9,
triunfante,2.4,
triunfantemente,2.3,
triunfar,2.2,
triunfar,2.3,
triunfar,2.0,
trivial,-0.1,
trivialize,-0.8,
trivializar,-0.8,
trivializa,-1.1,
trivializar,-1.4,
trivialidade,-1.0,
trivialidade,-0.5,
trivializacao,-0.9,
trivializacoes,-0.7,
trivialmente,0.4,
trivium,-0.3,
com problema,-2.0,TERM
encrenqueiro,-2.0,
encrenqueiro,-2.2,
causador de problema,-1.4,TERM
solucionar problema,0.8,TERM
solucionador de problema,1.0,TERM
solucionador de problema,0.8,TERM
solucao de problema,0.7,TERM
de forma problematico,-1.8,TERM
problematica,-1.9,
preocupante,-2.5,
atormentador,-2.1,
veracidade,2.1,
mais verdadeiro,1.5,TERM
verdadeiramente,1.9,
confiar,2.3,
confiabilidade,2.1,
confiavel,2.3,
trustbuster,-0.5,
administrador,1.0,
curador,0.3,
trusteeship,0.5,
trusteeships,0.6,
fiavel,1.9,
confiador,1.0,
mais confiavel,2.2,TERM
para confiar,1.6,TERM
sem confianca,-2.3,TERM
passar confianca,0.4,TERM
confrade,1.2,
confiar,2.1,
verdade,1.3,
verdadeiro,2.0,
verdade,1.8,
tumor,-1.6,
turbulencia,-1.5,
twat,-3.4,
ugh,-1.8,
mais feio,-2.2,TERM
feioso,-2.0,
mais feio,-2.8,TERM
enfeiar,-2.2,
enfeiar,-1.5,
enfeiamento,-1.8,
enfeiar,-2.2,
muito feio,-2.1,TERM
feiurar,-2.7,
falta de beleza,-2.5,TERM
feio,-2.3,
inaceitavel,-2.0,
nao apreciar,-1.7,TERM
desaprovar,-1.4,
pouco atraente,-1.9,TERM
inconsciente,-0.8,
inacreditavel,0.8,
incredulo,-0.8,
imparcial,-0.1,
incerto,-1.2,
incertezar,-1.3,
incerteza,-1.4,
nao este claro,-1.0,TERM
inconfortavelmente,-1.7,
descompactar,-0.9,
nao confirmar,-0.5,TERM
incontrolavel,-1.7,
incontrolavelmente,-1.5,
nao convencer,-1.6,TERM
nao credenciar,-1.0,TERM
subestimar,-1.2,
subestimar,-1.1,
subestimar,-1.1,
minar,-1.2,
minar,-1.5,
mina,-1.4,
minar,-1.5,
nao merecedor,-1.9,TERM
indesejavel,-1.9,
unasiest,-2.1,
desemprego,-1.9,
desigual,-1.4,
inigualavel,0.5,
Antietico,-2.3,
injusto,-2.1,
desfocar,-1.7,
infeliz,-1.9,
nao cumprir,-1.8,TERM
ingrato,-2.0,
mais infeliz,-2.4,TERM
infelicidade,-2.4,
infelicidade,-2.2,
pouco saudavel,-2.4,TERM
unificar,1.6,
sem importancia,-1.3,TERM
nao impressionar,-1.4,TERM
nao impressionante,-1.4,TERM
ininteligente,-2.0,
nao envolver,-2.2,TERM
inabalavel,-2.0,
Unidos,1.8,
descorte,-1.6,
nao amavel,-2.7,TERM
mal amado,-1.9,TERM
mal amado,-1.9,TERM
mais lindo,-1.9,TERM
unlovelinsl,-2.0,
nao amor,-2.3,TERM
incomparavel,-0.3,
desmotivar,-1.4,
antipatico,-2.1,
nao profissional,-2.3,TERM
desproteger,-1.5,
inesperado,-1.1,
sem garantia,-1.6,TERM
inesgotavel,-1.3,
pouco sofisticado,-1.2,TERM
imparavel,-0.8,
mal sucedido,-1.5,TERM
sem sucesso,-1.7,TERM
nao suportar,-1.7,TERM
com dificuldade,-1.3,TERM
intacto,1.6,
indesejado,-0.9,
indigno,-2.0,
perturbacoes,-1.5,
upsetter,-1.9,
suavidade,-1.2,
urgente,0.8,
utilidade,1.2,
sem utilidade,-1.8,TERM
inutilmente,-1.5,
inutilidade,-1.6,
v.v,-2.9,
vago,-0.4,
vao,-1.8,
validar,1.5,
validar,0.9,
validar,1.4,
validar,1.4,
valioso,2.1,
valoridade,1.7,
objeto de valor,2.1,TERM
de valor,2.3,TERM
valor,1.4,
valor,1.7,
valorizar,1.4,
vaidade,-0.9,
veredito,0.6,
veredicto,0.3,
investir,0.6,
vexacao,-1.9,
vibrante,2.4,
vicioso,-1.5,
viciosamente,-1.3,
muito vicioso,-2.4,TERM
viciosidade,-0.6,
Vitima,-1.1,
vitimizacao,-2.0,
vitimizar,-1.1,
vitimizar,-1.2,
vitimar,-2.5,
vitimizacoes,-1.5,
vitimizador,-1.8,
vitimador,-1.6,
sem vicio,0.6,TERM
vitimista,-0.5,
vitimista,-0.4,
vitimologia,0.3,
vitima,-1.3,
vigilancia,0.7,
vigor,1.1,
vigorizar,-0.4,
vigoriza,0.4,
vigoroso,1.5,
vigorosamente,0.5,
vigoroso,0.4,
vigor,1.0,
vigours,0.4,
vil,-3.1,
ve iloes,-2.0,
vilanio,-2.6,
vindicar,0.3,
vindicar,1.8,
vindica,1.6,
vindicar,-1.1,
violar,-2.4,
violador,-2.6,
violador,-2.4,
violar,-2.3,
violar,-2.5,
violacoes,-2.4,
infrator,-2.4,
violencia,-3.1,
violento,-2.9,
violentamente,-2.8,
virtude,1.8,
sem virtude,-1.4,TERM
virtude,1.5,
virtuoso,1.7,
virtuoso,1.8,
virtuose,1.0,
virtuosi,0.9,
virtuoso,2.2,
virtuosismo,2.1,
virtuoso,1.8,
virtuosamente,1.8,
virtuosidade,2.0,
virulento,-2.7,
visaor,1.0,
visionario,2.4,
visoes,0.9,
vital,1.2,
vitalizar,1.1,
vitalizar,0.6,
vitalizar,1.1,
vitalizar,2.1,
vitalismo,0.2,
vitalista,0.3,
vitalista,0.3,
vitalidade,1.2,
vitalidade,1.3,
vitalizacao,1.6,
vitalizacoes,0.8,
