palavra,polaridade,tipo
lamentando,-1.7,TBD
lamenta,-1.9,TBD
lamer,-1.4,TBD
lames,-1.2,TBD
lamest,-1.5,TBD
marco,0.3,TBD
risivel,0.2,TBD
risadinha,1.2,TBD
ridiculamente,-1.4,TBD
rindo,2.2,TBD
riso,2.2,TBD
lancado,0.5,TBD
lei,1.4,TBD
acao judicial,-0.9,TBD
acoes judiciais,-0.6,TBD
mais preguicoso,-2.3,TBD
mais lazyest,-2.7,TBD
preguicoso,-1.5,TBD
fuga,-1.4,TBD
vazou,-1.3,TBD
sair,-0.2,TBD
leet,1.3,TBD
legalmente,0.4,TBD
indulgente,1.1,TBD
letargico,-1.2,TBD
letargia,-1.4,TBD
responsabilidades,-0.8,TBD
responsabilidade,-0.8,TBD
mentiroso,-2.3,TBD
liristas,-0.4,TBD
mentirosos,-2.4,TBD
difamatorio,-2.1,TBD
libertario,0.9,TBD
libertarismo,0.4,TBD
libertarianismos,0.1,TBD
libertarios,0.1,TBD
libertinagem,0.2,TBD
libertino,-0.9,TBD
libertinos,0.4,TBD
libertinismos,1.2,TBD
mentiu,-1.6,TBD
mentiras,-1.8,TBD
salva-vidas,2.8,TBD
gostar,1.5,TBD
simpatico,2.3,TBD
gosta,1.8,TBD
limitacao,-1.2,TBD
limitado,-0.9,TBD
litigio,-0.8,TBD
litigioso,-0.8,TBD
mais animado,2.1,TBD
meios de subsistencia,0.9,TBD
viva,1.8,TBD
vivacidade,1.6,TBD
viver muito,1.7,TBD
livido,-2.5,TBD
rindo muito,2.0,TBD
odeio,-2.2,TBD
detestada,-2.1,TBD
repugnancia,-2.7,TBD
lobby,0.1,TBD
pressao,-1.2,TBD
ri muito,2.9,TBD
solitario,-1.5,TBD
mais solitario,-2.4,TBD
solidao,-1.1,TBD
solidoes,-1.5,TBD
solitarios,-0.9,TBD
muito sozinho,-1.3,TBD
totalmente sozinho,-1.8,TBD
estar sozinho,-1.4,TBD
anseio,-0.1,TBD
anseios,0.4,TBD
tear,-0.9,TBD
apareceu,-1.1,TBD
iminente,-0.5,TBD
aparece,-0.6,TBD
solto,-1.3,TBD
perde,-1.3,TBD
perder,-1.7,TBD
fracassado,-2.4,TBD
perdedores,-2.4,TBD
perdendo,-1.6,TBD
perda,-1.3,TBD
perdas,-1.7,TBD
com perdas,-1.2,TBD
perdido,-1.2,TBD
piolho,-1.6,TBD
loused,-1.0,TBD
louses,-1.3,TBD
lousewort,0.1,TBD
louseworts,-0.6,TBD
mais lousier,-2.2,TBD
mais pessimo,-2.6,TBD
miseria,-2.7,TBD
repugnantemente,-2.5,TBD
amavel,2.8,TBD
queridices,2.2,TBD
amante,2.8,TBD
amantes,2.4,TBD
o amor e,2.7,TBD
amorosidade,2.7,TBD
baixo,-0.7,TBD
bola baixa,-0.8,TBD
lowballed,-1.5,TBD
lowballing,-0.7,TBD
lowballs,-1.2,TBD
baixo nascido,-0.7,TBD
lowboys,-0.6,TBD
de baixo teor,-2.6,TBD
lowbrow,-1.9,TBD
lowbrows,-0.6,TBD
lowdown,-0.8,TBD
baixas,-0.8,TBD
lowe,0.5,TBD
baixado,-0.8,TBD
mais baixo,-1.8,TBD
minusculas,0.3,TBD
em minuscula,-0.2,TBD
menor classe,-0.4,TBD
abaixou,-0.5,TBD
abaixando,-1.0,TBD
diminui,-0.5,TBD
menor,-1.6,TBD
planicie,-0.1,TBD
camponesa,-0.4,TBD
baixistas,-0.3,TBD
planicies,-0.1,TBD
baixa vida,-1.5,TBD
vidinha,-2.2,TBD
luz baixa,-2.0,TBD
lowlights,-0.3,TBD
lowlihead,-0.3,TBD
humildade,-1.1,TBD
lowlinesses,-1.2,TBD
lowlives,-2.1,TBD
humilde,-1.0,TBD
lown,0.9,TBD
baixeza,-1.3,TBD
lowrider,-0.2,TBD
lowriders,0.1,TBD
lealdade,1.0,TBD
lealdades,1.9,TBD
lealista,1.5,TBD
leais,1.1,TBD
lealmente,2.1,TBD
sorte,1.0,TBD
com sorte,1.9,TBD
sorteio,1.6,TBD
mais afortunado,1.9,TBD
mais sortudas,2.9,TBD
sortudo,1.2,TBD
sortes,1.6,TBD
por sorte,1.8,TBD
ridiculo,-1.1,TBD
ridiculos,-1.6,TBD
lol,2.0,TBD
lunatico,-2.2,TBD
lunaticos,-1.6,TBD
espreitar,-0.8,TBD
a espreita,-0.5,TBD
deitado,-2.4,TBD
enlouquecendo,-2.2,TBD
madder,-1.2,TBD
magnifico,1.8,TBD
magnificamente,3.4,TBD
ampliacao,1.0,TBD
ampliacoes,1.2,TBD
magnificencia,2.4,TBD
magnificencias,2.3,TBD
magnificos,1.4,TBD
obrigatorio,0.3,TBD
maniaco,-0.3,TBD
de forma maniaca,-1.7,TBD
maniacos,-1.2,TBD
manipulado,-1.5,TBD
manipulando,-1.5,TBD
manipulacao,-1.2,TBD
maravilha,1.8,TBD
maravilhoso,2.7,TBD
maravilhas,2.0,TBD
masoquismo,-1.6,TBD
masoquismos,-1.1,TBD
masoquista,-1.6,TBD
masoquistas,-1.2,TBD
obra-prima,3.1,TBD
obras-primas,2.5,TBD
importam,0.1,TBD
importa,0.1,TBD
maduro,1.8,TBD
significativo,0.8,TBD
sem significado,-1.9,TBD
medalha,2.1,TBD
mediocridade,-0.3,TBD
meditativo,1.4,TBD
meh,-0.3,TBD
com melancolia,-2.0,TBD
melancolicos,-1.0,TBD
ameaca,-1.6,TBD
ameacada,-1.7,TBD
misericordia,0.1,TBD
merito,1.8,TBD
merecido,1.4,TBD
merecendo,1.1,TBD
meritocracia,0.6,TBD
meritocrata,0.4,TBD
meritocratas,1.1,TBD
meritorio,2.1,TBD
merecidamente,1.3,TBD
merecimento,1.7,TBD
merece,1.7,TBD
meraimagens,2.0,TBD
merriness,2.2,TBD
foliao,2.2,TBD
merrymakers,1.7,TBD
merrymaking,2.2,TBD
merrymakings,2.4,TBD
merrythought,1.1,TBD
merrythoughts,1.6,TBD
bagunca,-1.5,TBD
baguncado,-1.5,TBD
metodico,0.6,TBD
sem sentido,-1.9,TBD
milagre,2.8,TBD
mirthful,2.7,TBD
mirthfully,2.0,TBD
comportar-se mal,-1.9,TBD
mal comportado,-1.6,TBD
misbehaves,-1.6,TBD
misbehaving,-1.7,TBD
travessura,-2.7,TBD
avarento,-1.8,TBD
miseravel,-1.4,TBD
miseravelmente,-2.1,TBD
miserere,-0.8,TBD
misericordias,-0.5,TBD
miserias,-2.7,TBD
avareza,-2.6,TBD
avarentos,-1.5,TBD
misgiving,-1.4,TBD
desinformacao,-1.3,TBD
desinformado,-1.6,TBD
mal interpretado,-1.5,TBD
notificacao incorreta,-1.5,TBD
deturpacao,-2.0,TBD
senhorita,-0.6,TBD
sente falta,-0.9,TBD
ausencia de,-1.2,TBD
erroneamente,-0.8,TBD
confundido,-1.5,TBD
por engano,-1.2,TBD
confundindo,-1.1,TBD
mal entendido,-1.8,TBD
entende mal,-1.3,TBD
incompreendido,-1.4,TBD
mlm,-1.4,TBD
mmk,0.6,TBD
gemido,-0.6,TBD
gemeu,-0.9,TBD
gemendo,-0.4,TBD
gemidos,-0.6,TBD
zombado,-1.3,TBD
mocado,-0.8,TBD
zombarias,-1.6,TBD
mocados,-1.3,TBD
zombaria,-1.3,TBD
zombando,-1.7,TBD
molestacao,-1.9,TBD
molestacoes,-2.9,TBD
molestado,-1.9,TBD
molestador,-2.3,TBD
molestadores,-2.2,TBD
molestando,-2.8,TBD
molestias,-3.1,TBD
mongering,-0.8,TBD
monopolizar,-0.8,TBD
monopolizado,-0.9,TBD
monopoliza,-1.1,TBD
monopolizando,-0.5,TBD
mooch,-1.7,TBD
mooched,-1.4,TBD
moocher,-1.5,TBD
moochers,-1.9,TBD
mooches,-1.4,TBD
mooching,-1.7,TBD
mais mau,-2.1,TBD
mau humor,-1.4,TBD
temperamental,-1.5,TBD
mope,-1.9,TBD
moping,-1.0,TBD
moronicamente,-1.4,TBD
moronidade,-1.1,TBD
filho da puta,-2.7,TBD
filho duma puta,-2.8,TBD
motivar,1.6,TBD
motivado,2.0,TBD
motivando,2.2,TBD
motivacao,1.4,TBD
mourner,-1.6,TBD
choros,-0.6,TBD
mournfuller,-1.9,TBD
tristemente,-2.2,TBD
arrasado,-1.8,TBD
luto,-1.9,TBD
de luto,-2.3,TBD
muah,2.8,TBD
mumpish,-1.4,TBD
assassinado,-3.4,TBD
murderee,-3.2,TBD
murderees,-3.1,TBD
assassina,-2.2,TBD
assasinos,-2.6,TBD
assassinando,-3.3,TBD
assassamente,-3.1,TBD
n00b,-1.6,TBD
nag,-1.5,TBD
nagana,-1.7,TBD
nagger,-1.8,TBD
naggers,-1.5,TBD
mais nautico,-1.4,TBD
ranzinza,-1.7,TBD
naggy,-1.7,TBD
nags,-1.1,TBD
nah,-0.4,TBD
ingenuo,-1.1,TBD
nastic,0.2,TBD
mais desagradavel,-2.4,TBD
probleminhas,-2.1,TBD
nastinesses,-2.6,TBD
chagas,0.4,TBD
pastilhas,0.1,TBD
natural,1.5,TBD
puro,2.0,TBD
neaten,1.2,TBD
arrumado,2.0,TBD
neatening,1.3,TBD
neatens,1.1,TBD
mais limpo,1.0,TBD
mais puro,1.7,TBD
neath,0.2,TBD
neatherd,-0.4,TBD
ordenadamente,1.4,TBD
limpeza,1.3,TBD
neats,1.1,TBD
carente,-1.4,TBD
negativo,-2.7,TBD
negatividade,-2.3,TBD
negligencia,-2.2,TBD
negligenciado,-0.1,TBD
negligente,-2.0,TBD
negligentes,-1.5,TBD
negligentemente,-2.1,TBD
negligenciando,-1.7,TBD
mais nerdier,-0.2,TBD
mais nitido,0.6,TBD
nerdish,-0.1,TBD
nerdisse,-0.2,TBD
nervos,-0.4,TBD
nervosamente,-0.6,TBD
nervosismo,-1.2,TBD
neurotico,-1.4,TBD
neuroticamente,-1.8,TBD
neuroticismo,-0.9,TBD
neuroticos,-0.7,TBD
bom,1.8,TBD
gentilidade,1.6,TBD
mais legal,2.2,TBD
lindas,1.5,TBD
escrupulo,1.2,TBD
nitido,1.7,TBD
niggas,-1.4,TBD
negro,-3.3,TBD
nao,-1.2,TBD
nobre,2.0,TBD
barulhento,-0.7,TBD
absurdo,-1.7,TBD
novato,-0.2,TBD
notorio,-1.9,TBD
romance,2.6,TBD
entorpecido,-0.9,TBD
numbat,0.2,TBD
numero,0.3,TBD
numeravel,0.6,TBD
numbest,-1.0,TBD
numbfish,-0.4,TBD
numbfishes,-0.7,TBD
entorpecimento,-1.1,TBD
numbingly,-1.3,TBD
numicas,0.4,TBD
numbicamente,-1.4,TBD
entumes,-0.7,TBD
numbskull,-2.3,TBD
numbskulls,-2.2,TBD
nurtural,1.5,TBD
nurturance,1.6,TBD
nurturances,1.3,TBD
nutricional,1.7,TBD
nutrir,1.4,TBD
nutrido,1.9,TBD
nutridor,1.9,TBD
nutridores,0.8,TBD
nutre,1.9,TBD
nutrindo,2.0,TBD
nozes,-1.3,TBD
o.o,-0.6,TBD
o / \ o,2.1,TBD
o_0,-0.1,TBD
obliterar,-2.9,TBD
obliterado,-2.1,TBD
obnoxio,-2.0,TBD
desobediencia,-2.1,TBD
obsceno,-2.8,TBD
obcecado,-0.7,TBD
obsessoes,-0.9,TBD
obsessivo,-0.9,TBD
obsessao,-1.2,TBD
de forma obsessiva,-1.3,TBD
obsessivamente,-0.4,TBD
obsessivos,-0.7,TBD
obsoleto,-1.2,TBD
obstaculos,-1.6,TBD
obstinado,-1.2,TBD
impar,-1.3,TBD
ofensa,-1.0,TBD
ofensas,-1.5,TBD
ofender,-2.3,TBD
ofensor,-1.5,TBD
infratores,-1.5,TBD
ofende,-2.0,TBD
ofensiva,-2.0,TBD
ofensivamente,-2.8,TBD
ofensividade,-2.3,TBD
ofensivas,-0.8,TBD
desligada,-0.5,TBD
esta bem,1.6,TBD
ok,0.9,TBD
sinistro,-2.9,TBD
uma vez na vida,1.8,TBD
abertura,1.4,TBD
oportuno,1.7,TBD
oportunamente,1.5,TBD
oportunidade,1.8,TBD
oportunismo,0.4,TBD
oportunismos,0.2,TBD
oportunista,-0.1,TBD
oportunisticamente,0.9,TBD
oportunistas,0.3,TBD
oportunidades,1.6,TBD
oprimido,-2.1,TBD
opressivo,-1.7,TBD
otimizacao,1.6,TBD
otimamente,1.3,TBD
otimizacoes,0.9,TBD
otimizar,2.2,TBD
otimizado,2.0,TBD
otimiza,1.8,TBD
otimizando,2.0,TBD
otimismo,2.5,TBD
otimismos,2.0,TBD
otimista,2.1,TBD
otimistas,1.6,TBD
otimizador,1.5,TBD
otimizadores,2.1,TBD
sem opcao,-1.7,TBD
original,1.3,TBD
clamor,-2.3,TBD
extrovertido,1.2,TBD
superado,0.5,TBD
ultraje,-2.3,TBD
"ultrajante, ultrajoso",-2.0,TBD
escandalosamente,-1.2,TBD
ultrajante,-1.2,TBD
ultrajantes,-1.3,TBD
ultrajes,-2.3,TBD
divulgacao,1.1,TBD
excepcional,3.0,TBD
muito feliz,2.7,TBD
sobrecarga,-1.5,TBD
reagir exageradamente,-1.0,TBD
reagido exageradamente,-1.7,TBD
reacao exagerada,-2.2,TBD
oversell,-0.9,TBD
overselling,-0.8,TBD
oversells,0.3,TBD
simplificacao excessiva,-0.6,TBD
simplifica demais,0.1,TBD
exagero,-1.1,TBD
exageracoes,-0.7,TBD
excesso de peso,-1.5,TBD
oprimir,-0.7,TBD
esmagadoramente,-0.5,TBD
oprime,-0.8,TBD
oximoro,-0.5,TBD
dolorido,-1.8,TBD
causa dor,-1.7,TBD
dorante,-1.7,TBD
sem dor,1.2,TBD
indolor,1.1,TBD
falta de dor,0.4,TBD
palatavel,1.1,TBD
para provar,0.8,TBD
panico,-1.9,TBD
entrou em panico,-2.0,TBD
entrando em panico,-1.9,TBD
panicula,0.5,TBD
em panico,0.1,TBD
panicos,-0.2,TBD
paniculado,0.1,TBD
panicums,-0.1,TBD
paraiso,3.2,TBD
paradoxo,-0.4,TBD
paranoia,-1.0,TBD
paranoico,-1.0,TBD
paranoicos,-1.6,TBD
paranoias,-1.5,TBD
indultos,1.2,TBD
parley,-0.4,TBD
partiu,1.4,TBD
festeiras,1.4,TBD
festeiros,0.7,TBD
partidario,1.2,TBD
partidarios,1.1,TBD
passional,1.6,TBD
apaixonadamente,2.4,TBD
flor da paixao,0.3,TBD
sem paixao,-1.9,TBD
paixoes,-2.0,TBD
passiva,0.8,TBD
passivamente,-0.7,TBD
patetico,-1.2,TBD
pateticamente,-1.8,TBD
pagamento,-0.4,TBD
paz,2.1,TBD
pacifico,2.2,TBD
pacificidade,1.8,TBD
pacificamente,2.4,TBD
calmler,1.9,TBD
mais tranquilo,0.8,TBD
pacificador,2.0,TBD
pacificadores,2.4,TBD
manutencao da paz,1.6,TBD
pacificacao,1.7,TBD
peacenik,0.8,TBD
peaceniks,0.7,TBD
pazes,2.1,TBD
tempo de paz,2.2,TBD
tempos de paz,2.1,TBD
peculiar,0.6,TBD
peculiaridades,0.1,TBD
peculiaridade,0.6,TBD
peculiarmente,-0.4,TBD
pena,-1.2,TBD
pensativo,1.7,TBD
perfeito,1.3,TBD
perfeita,1.4,TBD
aperfeicoado,1.5,TBD
aperfeicoados,1.4,TBD
mais perfeito,3.1,TBD
perfeicoes,2.5,TBD
perfectibilidade,1.8,TBD
perfectivel,1.5,TBD
aperfeicoando,1.7,TBD
perfeicao,3.0,TBD
perfeccionismo,1.3,TBD
perfeccionista,1.5,TBD
perfeccionistas,0.1,TBD
perfeitamente,3.2,TBD
perfeitos,0.9,TBD
aperfeicoa,1.6,TBD
perjurio,-1.9,TBD
autor,-2.2,TBD
perpetradores,-1.0,TBD
perplexo,-1.3,TBD
perseguir,-2.1,TBD
perseguido,-1.3,TBD
persegue,-1.2,TBD
perseguindo,-1.5,TBD
perverso,-2.4,TBD
perversamente,-2.1,TBD
perversidade,-2.6,TBD
perversao,-1.3,TBD
perversoes,-1.2,TBD
perversidades,-1.1,TBD
perversivo,-2.1,TBD
perverter,-1.7,TBD
pervertido,-1.0,TBD
pervertida,-1.2,TBD
pervertedores,-0.6,TBD
pervertidos,-2.8,TBD
pesky,-1.2,TBD
pessimismo,-2.0,TBD
pessimista,-2.0,TBD
pessimistas,-1.0,TBD
petrificacao,-0.1,TBD
petrificacoes,-0.4,TBD
petrificado,-2.5,TBD
petrifica,-2.3,TBD
petrificar,-1.7,TBD
petrificante,-2.6,TBD
mais pequeno,-0.3,TBD
pequenininho,-1.3,TBD
mesquinho,-1.6,TBD
fobia,-1.6,TBD
fobias,-2.0,TBD
fobico,-1.2,TBD
fobica,-1.3,TBD
pitoresco,1.6,TBD
acumular-se,-1.1,TBD
pique,-1.1,TBD
picado,-0.6,TBD
xixi,-1.7,TBD
mijao,-1.5,TBD
mijoes,-2.5,TBD
pisser,-2.0,TBD
pissers,-1.4,TBD
pisses,-1.4,TBD
pissing,-1.7,TBD
pissoir,-0.8,TBD
piteous,-1.2,TBD
pitificidade,-1.1,TBD
pitiably,-1.1,TBD
com pena,-1.3,TBD
pitier,-1.2,TBD
pitiers,-1.3,TBD
piedade,-1.4,TBD
pitifuller,-1.8,TBD
mais pitifullest,-1.1,TBD
impiedoso,-1.8,TBD
impiedosamente,-2.1,TBD
impiedade,-0.5,TBD
pitiriasis,-0.8,TBD
toque,1.4,TBD
reproduziu,1.4,TBD
brincalhao,1.9,TBD
jogando,0.8,TBD
tocam,1.0,TBD
mais prazeroso,1.5,TBD
mais agradavel,2.6,TBD
por favor,1.3,TBD
agrada,1.7,TBD
prazeravelmente,2.6,TBD
sem estimulo,-1.6,TBD
equilibrado,1.0,TBD
pocao,-2.5,TBD
envenenado,-2.2,TBD
envenenador,-2.7,TBD
envenenadores,-3.1,TBD
envenenamento,-1.0,TBD
envenenamentos,-2.4,TBD
venenoso,-2.7,TBD
venenosamente,-2.9,TBD
venenos,-2.7,TBD
poluir,-2.3,TBD
poluido,-2.0,TBD
poluidor,-1.8,TBD
poluidores,-2.0,TBD
polui,-2.2,TBD
pobre,-2.1,TBD
mais pobre,-2.5,TBD
popular,1.8,TBD
popularizar,1.3,TBD
popularizado,1.9,TBD
populariza,1.4,TBD
popularizando,1.5,TBD
popularidades,1.6,TBD
popularidade,2.1,TBD
popularizacao,1.3,TBD
popularizacoes,0.9,TBD
popularizador,1.8,TBD
popularizadores,1.0,TBD
popularmente,1.8,TBD
positivo,2.6,TBD
positivamente,2.4,TBD
positividade,2.3,TBD
positivas,2.2,TBD
positiver,2.3,TBD
positivos,2.4,TBD
mais positivista,2.9,TBD
positivismo,1.6,TBD
positivismos,1.8,TBD
positivista,1.9,TBD
positivistas,1.7,TBD
positividades,2.6,TBD
possessivo,-0.9,TBD
postergar,-1.1,TBD
adiado,-0.8,TBD
adiando,-0.5,TBD
pobreza,-2.3,TBD
poderoso,1.8,TBD
praiser,2.0,TBD
pregadores,2.0,TBD
louvavel,2.6,TBD
louvando,2.5,TBD
orar,1.3,TBD
rezar,1.5,TBD
reza,1.4,TBD
prblm,-1.6,TBD
prblms,-2.3,TBD
precioso,2.5,TBD
preciosamente,2.2,TBD
preciosidade,1.9,TBD
preconceito,-2.3,TBD
preconceituoso,-1.9,TBD
preconceitos,-1.8,TBD
preparado,0.9,TBD
pressionado,-0.9,TBD
sem pressao,1.0,TBD
pressoes,-1.3,TBD
pressionando,-1.4,TBD
pressurizar,-0.7,TBD
pressurizado,0.1,TBD
pressuriza,-0.2,TBD
pressurizacao,-0.2,TBD
pressurizacoes,-0.3,TBD
pressurizador,0.1,TBD
pressurizadores,-0.7,TBD
faz de conta,-0.4,TBD
finge,-0.4,TBD
embelezada,1.6,TBD
bonitas,1.7,TBD
impediu,0.1,TBD
impedindo,-0.1,TBD
prick,-1.4,TBD
pricker,-0.3,TBD
prickers,-0.2,TBD
pricket,-0.5,TBD
prickets,0.3,TBD
picar,-0.9,TBD
prickle,-1.0,TBD
prickled,-0.2,TBD
prickles,-0.8,TBD
mais precoce,-1.6,TBD
mais picado,-1.4,TBD
espalhafato,-0.6,TBD
espinhoso,-1.1,TBD
pricky,-0.6,TBD
orgulho,1.4,TBD
prisao,-2.3,TBD
prisioneiro,-2.5,TBD
prisioneiros,-2.3,TBD
privilegio,1.5,TBD
privilegiado,1.9,TBD
privilegios,1.6,TBD
privilegiar,0.7,TBD
valorizado,1.9,TBD
combate de premio,-0.1,TBD
combatentes de premios,-0.1,TBD
combate de premios,0.4,TBD
vencedor,1.0,TBD
vencedores,2.1,TBD
vencedor do premio,2.3,TBD
ganhadores,2.4,TBD
proativo,1.8,TBD
problema,-1.7,TBD
problematico,-2.3,TBD
problematicamente,-2.0,TBD
problematicos,-1.3,TBD
problemas,-2.0,TBD
lucro,0.4,TBD
rentabilidade,2.4,TBD
rentavel,1.9,TBD
lucrativamente,1.6,TBD
lucrou,-0.5,TBD
profeta,0.8,TBD
aproveitando,-0.6,TBD
especuladores,0.5,TBD
aproveite,0.7,TBD
profiteroles,0.5,TBD
lucrando,1.6,TBD
sem lucro,-1.5,TBD
lucros,1.9,TBD
de lucro,0.9,TBD
progresso,1.8,TBD
proeminente,1.3,TBD
promiscuidades,-0.8,TBD
promiscuidade,-0.9,TBD
promiscuo,-0.3,TBD
promiscuamente,-1.5,TBD
promessa,1.3,TBD
prometido,1.5,TBD
prometer,0.8,TBD
promete,1.1,TBD
promotor,1.3,TBD
promissores,0.4,TBD
promessas,1.6,TBD
promissor,1.0,TBD
de forma promissora,1.2,TBD
promissoria,0.9,TBD
promover,1.6,TBD
promovido,-0.2,TBD
promove,1.4,TBD
promovendo,-0.7,TBD
propaganda,-1.0,TBD
processar,-1.7,TBD
processado,-1.6,TBD
prossegue,-1.8,TBD
processo,-2.2,TBD
perspectiva,1.2,TBD
perspectivas,1.2,TBD
prospero,2.1,TBD
proteger,1.6,TBD
protegido,1.4,TBD
protege,1.3,TBD
protesto,-1.0,TBD
protestou,-0.5,TBD
manifestantes,-0.9,TBD
protestando,-1.8,TBD
protestos,-0.9,TBD
orgulhoso,1.4,TBD
mais orgulhoso,2.6,TBD
orgulhosamente,2.6,TBD
provocar,-1.7,TBD
provocou,-1.1,TBD
provoca,-1.2,TBD
provocando,-0.4,TBD
pseudociencia,-1.2,TBD
vomitar,-2.4,TBD
vomitou,-1.8,TBD
pukes,-1.9,TBD
vomitando,-1.8,TBD
pukka,2.8,TBD
punir,-2.6,TBD
punicoes,-1.8,TBD
punicao,-2.2,TBD
punivel,-1.9,TBD
punido,-2.0,TBD
justiceiro,-1.9,TBD
justiceiros,-2.6,TBD
castiga,-2.1,TBD
punitivo,-2.3,TBD
insistente,-1.1,TBD
intrigado,-0.7,TBD
tremendo,-1.5,TBD
questionavel,-1.2,TBD
questionado,-0.4,TBD
questionando,-0.4,TBD
racismo,-3.1,TBD
racista,-3.0,TBD
racistas,-2.5,TBD
radiano,0.4,TBD
resplandecer,1.4,TBD
radiacoes,1.1,TBD
radiancies,0.8,TBD
radiacao,1.4,TBD
radianos,0.2,TBD
radiante,1.3,TBD
radiants,1.2,TBD
chuvoso,-0.3,TBD
rancoso,-2.5,TBD
ranco,-2.6,TBD
rancos,-1.6,TBD
rant,-1.4,TBD
rancho,-1.2,TBD
fazendeiros,-1.2,TBD
rants,-1.3,TBD
estupro,-3.7,TBD
estuprada,-3.6,TBD
raper,-3.4,TBD
estupros,-3.5,TBD
colza,-0.5,TBD
violar,-2.2,TBD
estuprador,-3.9,TBD
estupradores,-3.3,TBD
arrebatado,0.9,TBD
esbocos,0.7,TBD
arrebatador,1.7,TBD
erupcao cutanea,-1.7,TBD
ratificado,0.6,TBD
alcance,0.1,TBD
atingiu,-1.0,TBD
atinge,0.2,TBD
alcancando,0.8,TBD
prontidao,1.0,TBD
pronto,1.5,TBD
resseguro,1.5,TBD
tranquilizar,0.3,TBD
tranquilizado,-0.2,TBD
tranquiliza,0.1,TBD
tranquilizador,1.7,TBD
tranquilizadoramente,1.8,TBD
rebelde,-1.8,TBD
rebelou-se,-1.0,TBD
rebelando-se,-1.1,TBD
rebeliao,-0.5,TBD
rebelioes,-1.1,TBD
rebeldia,-1.2,TBD
rebeldes,-0.8,TBD
recessao,-1.8,TBD
imprudente,-1.7,TBD
recomendo,1.5,TBD
recomendado,0.8,TBD
recomenda,0.9,TBD
resgatados,1.3,TBD
reek,-2.4,TBD
apavorado,0.7,TBD
reeker,-1.7,TBD
reekers,-1.5,TBD
reeking,-2.0,TBD
recusar,-1.2,TBD
recusou,-1.2,TBD
recusando,-1.7,TBD
arrepender,-1.8,TBD
arrependido,-1.9,TBD
arrependimento,-1.6,TBD
arrependimentos,-1.5,TBD
revigorando,1.7,TBD
revigoracao,2.2,TBD
rejeitado,-1.7,TBD
rejeita,-2.2,TBD
rejeicao,-1.8,TBD
rejeitadores,-1.8,TBD
rejeitando,-2.0,TBD
rejeicoes,-2.1,TBD
rejeitador,-1.8,TBD
alegrar,1.9,TBD
se alegrou,2.0,TBD
se alegra,2.1,TBD
relaxar,1.9,TBD
relaxante,2.2,TBD
relaxantes,1.4,TBD
relaxamento,2.0,TBD
relaxacoes,1.0,TBD
relaxado,2.2,TBD
relaxadamente,1.5,TBD
relaxa,1.5,TBD
relaxando,1.7,TBD
relaxinas,1.2,TBD
implacavel,0.2,TBD
dependente,0.5,TBD
alivio,1.5,TBD
relevos,1.3,TBD
realista,1.1,TBD
analgesicos,1.0,TBD
aliviando,1.5,TBD
relievo,1.3,TBD
saboreando,1.6,TBD
relutancia,-1.6,TBD
relutante,-1.0,TBD
relutantemente,-0.4,TBD
notavel,2.6,TBD
remorso,-0.7,TBD
com remorso,-0.7,TBD
sem remorsos,-2.3,TBD
sem remorso,-2.0,TBD
falta de remorso,-2.8,TBD
repetitivo,-1.0,TBD
reprimir,-1.4,TBD
reprimido,-1.3,TBD
reprime,-1.3,TBD
repreensivel,-1.5,TBD
reprimindo,-1.8,TBD
repressao,-1.6,TBD
repressoes,-1.7,TBD
repressivo,-1.4,TBD
repressivamente,-1.7,TBD
repressividade,-1.0,TBD
repressor,-1.4,TBD
repressores,-2.2,TBD
repressurizar,-0.3,TBD
repressurizado,0.1,TBD
repressuriza,0.1,TBD
repressurizando,-0.1,TBD
repulsa,-2.8,TBD
repelido,-2.2,TBD
resgatar,2.3,TBD
resgatado,1.8,TBD
resgata,1.3,TBD
ressentir,-1.2,TBD
se ressentiu,-1.6,TBD
ressentimento,-1.9,TBD
ressentido,-2.1,TBD
ressentimentos,-1.9,TBD
com ressentimento,-1.4,TBD
se ressente,-1.2,TBD
demitir-se,-1.4,TBD
pedido de demissao,-1.2,TBD
demissoes,-1.2,TBD
resignado,-1.0,TBD
resignadamente,-0.7,TBD
resignacao,-0.8,TBD
renunciante,-1.2,TBD
renunciantes,-1.0,TBD
renunciando,-0.9,TBD
renuncia,-1.3,TBD
resoluto,1.1,TBD
solucionavel,1.0,TBD
resolver,0.8,TBD
resolvido,1.1,TBD
resolvente,0.7,TBD
resolventes,0.4,TBD
resolvedores,1.4,TBD
resolve,1.1,TBD
resolvendo,1.4,TBD
respeito,1.3,TBD
respeitabilidade,1.1,TBD
respeitavel,0.7,TBD
respeitado,2.1,TBD
observando,2.1,TBD
respeitadores,1.6,TBD
respeitoso,2.0,TBD
respeitosamente,1.7,TBD
respeitando,2.2,TBD
respectivo,1.8,TBD
respectivamente,1.4,TBD
respeita,1.3,TBD
responsavel,1.3,TBD
responsivo,1.5,TBD
repousante,1.5,TBD
sem descanso,-1.4,TBD
restaurar,1.2,TBD
restaurado,1.4,TBD
restaura,1.2,TBD
restaurando,1.2,TBD
restringir,-1.6,TBD
restrito,-1.6,TBD
restringindo,-1.6,TBD
restricao,-1.1,TBD
restringe,-1.3,TBD
retida,0.1,TBD
retardar,-2.4,TBD
retardado,-2.7,TBD
retiro,0.8,TBD
vinganca,-2.2,TBD
